"Анкетирование ""Опрос по IT-инфраструктуры-студентам""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Период проведения анкетирования: 26.12.2025 - 31.12.2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Целевая аудитория: 27557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Дата формирования отчета: 23.01.2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Опрошены 1231 или 4% от найденных или 4% от целевой аудитории;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Данные по респонденту;;;;;;;;Данные по анкете;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№ анкеты;Дата заполнения анкеты;Академическая степень;Факультет;Кафедра;Специальность/Группа образовательных программ;Курс обучения;Язык обучения;Язык заполнения анкеты;"Ваш статус?
";"Ваш факультет:
";"Как вы оцениваете качество компьютеров в компьютерных классах?
";"Какие проблемы вы встречали? (можно выбрать несколько)
";"Как вы оцениваете работу интерактивных панелей/проекторных комплексов?
";"Какие функции наиболее полезны?
";"Уровень сигнала Wi-Fi:
";"В каких местах наблюдаются проблемы с подключением к сети Wi-Fi?
";"Вы используете университетские облачные сервисы (Microsoft 365)?
";"Насколько они удобны?
";"Какие сервисы Microsoft 365 вы считаете самыми полезными?
";"Как вы оцениваете стабильность работы университетских онлайн-систем (Платонус, Сайт, СмартЕНУ)?
";"Возникали перебои в доступе к сервисам?
";"Насколько удобно использование системы распознавания лиц/турникетов?
";"Ваши предложения по улучшению IT-инфраструктуры
";"Определите Ваш уровень владения различными цифровыми инструментами, необходимыми в рамках работы в ЕНУ им. Л.Н. Гумилева:
";"Какие цифровые инструменты вы используете в своей повседневной работе в университете?
";"Какие задачи Вы решаете с помощью этих цифровых инструментов ? Возможно несколько вариантов ответа
";"
Какие преимущества или возможности для работы Вы видите в использовании цифровых инструментов ?
";"Назовите основные проблемы или трудности, возникающие у Вас при использовании текущих цифровых инструментов
";"Какие виды обучения или поддержки по использованию цифровых инструментов Вы бы хотели получить от университета?
";"Какие цифровые инструменты необходимы лично Вам для улучшения работы?
";"Как бы вы оценили уровень цифровизации в ЕНУ им. Л.Н. Гумилева по 10-балльной шкале?
";"Насколько, по Вашему мнению, цифровые инструменты, используемые в ЕНУ им. Гумилева соответствуют образовательным целям университета?
";"Удобно ли работать с цифровыми инструментами, используемыми в ЕНУ им. Л.Н. Гумилева?
";"
Оцените функциональные возможности, предоставляемые цифровые инструментами в университете, по 10-балльной шкале:
 Управление учебным процессом: расписания занятий, просмотра учебных материалов, записи на курсы и выполнения заданий
";"Оцените функциональные возможности, предоставляемые цифровые инструментами в университете, по 10-балльной шкале:
Онлайн платформы для дистанционного обучения, вебинары, электронные учебники
";"
Оцените функциональные возможности, предоставляемые цифровые инструментами в университете, по 10-балльной шкале:


 Совместная работа, обмен материалами, коммуникация между преподавателями и студентами
";"
Оцените функциональные возможности, предоставляемые цифровые инструментами в университете, по 10-балльной шкале:


Оценивание и обратная связь
";"
Оцените функциональные возможности, предоставляемые цифровые инструментами в университете, по 10-балльной шкале:

Доступ к научным базам данных, инструментам анализа данных, программам для визуализации результатов и др.
";"
Оцените функциональные возможности, предоставляемые цифровые инструментами в университете, по 10-балльной шкале:


 Управление студенческой жизнью, включая доступ к информации о студенческих мероприятиях, общежитиях, финансовой поддержке и др.
";"
Насколько хорошо цифровые инструменты интегрированы с другими системами и сервисами, используемыми в университете 
(например, с АИС &laquo;Платон&raquo;, SmartENU, сайтами, почтой и др.)?
";"Предоставляют ли цифровые инструменты возможности для инноваций в образовании и исследованиях?
";"Обеспечивают ли цифровые инструменты необходимый уровень безопасности и защиты конфиденциальных данных?
";"Насколько Вы удовлетворены функциональностью АИС &laquo;Платон&raquo;?
";"Имеете ли Вы какие-либо предложения по улучшению АИС &laquo;Платон&raquo;?
";"Какими подсистемами Вы пользуетесь в АИС SmartENU?
";"Насколько Вы удовлетворены функциональностью АИС SmartENU?
";"Оцените, насколько АИС SmartENU улучшает Вашу производительность и эффективность работы
";"Имеете ли вы какие-либо предложения по улучшению АИС SmartENU?
";"Насколько Вы удовлетворены удобством предоставления образования посредством МООК (доступность платформы, понятный интерфейс, качество видео массовых открытых онлайн курсов)?
"
22203397;2025-12-27 16:44;Магистратура (научно-педагогическое направление);Архитектурно-строительный;Кафедра Технология промышленного и гражданского строительства;Производство строительных материалов, изделий и конструкций;2;Русский язык;Русский язык;Магистрант;Асф;Хорошее;Нет проблем;Хорошо;Встроенный компьютер;Удовлетворительный;Подвал;Иногда;Удобны;Корпоративная почта;Хорошая;Иногда;Удобно;.;Средний: уверенное владение основными цифровыми инструментами, способность эффективно выполнять задачи.;Платонус;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий;Доступ к необходимой информации из любого места и в любое время через онлайн-сервисы и цифровые инструменты (облачные хранилища данных или электронные библиотеки);Недостаточное количество или отсутствие определенных функций в цифровых инструментах, необходимых для выполнения определенных задач или процессов;Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;Нету;7.0;Скорее соответствуют;Есть некоторые сложности, с которыми сталкиваешься в работе;7.0;7.0;7.0;7.0;7.0;7.0;Хорошо интегрированы с другими системами и сервисами университета;Представляют в полной мере;Скорее обеспечивают;7.0;Нету;Создание каталога нормативных документов;7.0;7.0;Нету;7.0
22203400;2025-12-29 10:57;Магистратура (научно-педагогическое направление);Высшая школа Журналистики и социальных наук;Кафедра Печати и издательского дела;Журналистика и репортерское дело;2;Казахский язык;Русский язык;Магистрант;Журналистика;Хорошее;Недостаток установленного ПО;Хорошо;Сенсорное управление;Удовлетворительный;В аудиториях;Иногда;Средне;Онлайн-документы;Удовлетворительная;Часто;Удобно;нет;Базовый: основные навыки в работе с цифровыми инструментами, но требуется дополнительное обучение;нет;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий;Возможность выполнять задачи быстрее и эффективнее благодаря автоматизации процессов и доступу к информации в реальном времени;Отсутствие или недостаточная техническая поддержка при возникновении проблем с цифровыми инструментами;Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;нет;8.0;В полной мере соответствуют;Есть некоторые сложности, с которыми сталкиваешься в работе;8.0;8.0;9.0;9.0;9.0;9.0;Ограниченно интегрированы, только с некоторыми системами и сервисами университета;Представляют в полной мере;Обеспечивают в полной мере;8.0;нет;Мобильное приложение Smart.ENU, Сайт ЕНУ, Сайт факультетов, Сайты научных журналов;7.0;9.0;нет;9.0
22203401;2025-12-28 05:43;Магистратура (научно-педагогическое направление);Институт Естественных наук;Кафедра Биотехнологии и микробиологии;Биотехнология;2;Казахский язык;Русский язык;Магистрант;Фен;Удовлетворительное;Нет проблем;Хорошо;Большой экран;Удовлетворительный;-;Редко;Средне;Корпоративная почта;Хорошая;Иногда;Удобно;-;Средний: уверенное владение основными цифровыми инструментами, способность эффективно выполнять задачи.;-;Управление учебными исследованиями: поиск и анализ академических ресурсов, управление исследовательских проектов, совместная работа над научными публикациями, Участие в профессиональном развитии: доступ к онлайн-курсам, сетевое общение с коллегами, участие в вебинарах и тренингах;Улучшение качества обучения и обратной связи;Отсутствие интеграции цифровых инструментов с другими системами и сервисами, что приводит к сложностям;Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;-;6.0;Скорее соответствуют;Инструменты легки в использовании, легко осваиваются и комфортны;6.0;7.0;8.0;8.0;7.0;7.0;Хорошо интегрированы с другими системами и сервисами университета;Предоставляют частично;Скорее обеспечивают;8.0;-;Затрудняюсь ответить;8.0;5.0;-;7.0
22203405;2025-12-26 10:24;Магистратура (научно-педагогическое направление);Архитектурно-строительный;Кафедра Технология промышленного и гражданского строительства;Производство строительных материалов, изделий и конструкций;2;Казахский язык;Русский язык;Магистрант;АСФ;Удовлетворительное;Медленная загрузка;Отлично;Сенсорное управление;Удовлетворительный;-;Иногда;Удобны;Онлайн-документы;Удовлетворительная;Иногда;Удобно;усилить зону действие вайфай;Базовый: основные навыки в работе с цифровыми инструментами, но требуется дополнительное обучение;-;Ответ с комментарием (-);Сокращение затрат времени и ресурсов;Постоянные проблемы с подключением к сети интернет или низкая скорость, что затрудняет доступ к цифровым ресурсам и выполнение задач;Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;-;6.0;Скорее не соответствуют;Инструменты легки в использовании, легко осваиваются и комфортны;3.0;6.0;5.0;3.0;3.0;3.0;Хорошо интегрированы с другими системами и сервисами университета;Предоставляют частично;Скорее не обеспечивают;8.0;-;Планы и отчеты научных подразделений, Подписание договоров на оказание услуг по научным проектам;6.0;2.0;-;3.0
22203407;2025-12-26 10:15;Магистратура (научно-педагогическое направление);Механико-математический;Кафедра криптологии;Криптология;2;Казахский язык;Русский язык;;;;;;;;;;;;;;;;;;;;;;;-1.0;;;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;;;;-1.0;;;-1.0;-1.0;;-1.0
22203408;2025-12-29 12:04;Магистратура (профильное направление);Юридический;Кафедра Международного права;Право;0;Русский язык;Русский язык;Магистрант;юридический;Хорошее;Нет проблем;Хорошо;Большой экран;Хороший;нет проблем;Нет;Не использую;Онлайн-документы;Хорошая;Иногда;Очень удобно;не имеется;Средний: уверенное владение основными цифровыми инструментами, способность эффективно выполнять задачи.;платонус;Затрудняюсь ответить;Возможность выполнять задачи быстрее и эффективнее благодаря автоматизации процессов и доступу к информации в реальном времени;Неудобный интерфейс или сложные функции цифровых инструментов, что требует дополнительного времени и усилий для освоения их работы;Затрудняюсь ответить;не имею;1.0;Скорее соответствуют;Работать с ними по большей части неудобно, слишком сложно;1.0;1.0;1.0;1.0;1.0;1.0;Хорошо интегрированы с другими системами и сервисами университета;Предоставляют частично;Скорее обеспечивают;1.0;не имеется;Сайт факультетов;1.0;1.0;не имеется;1.0
22203415;2025-12-26 22:42;Магистратура (научно-педагогическое направление);Международных отношений;Кафедра Ассамблеи народа Казахстана;Политология и конфликтология;2;Русский язык;Русский язык;Магистрант;Меж;Отличное;Нет проблем;Плохо;Большой экран;Отличный;Нет;Иногда;Очень удобны;Облачное хранилище;Отличная;Никогда;Очень удобно;-;Средний: уверенное владение основными цифровыми инструментами, способность эффективно выполнять задачи.;~;Участие в профессиональном развитии: доступ к онлайн-курсам, сетевое общение с коллегами, участие в вебинарах и тренингах;Возможность выполнять задачи быстрее и эффективнее благодаря автоматизации процессов и доступу к информации в реальном времени;Постоянные проблемы с подключением к сети интернет или низкая скорость, что затрудняет доступ к цифровым ресурсам и выполнение задач;Затрудняюсь ответить;-;7.0;В полной мере соответствуют;Работать с ними по большей части неудобно, слишком сложно;2.0;4.0;4.0;4.0;4.0;3.0;Ограниченно интегрированы, только с некоторыми системами и сервисами университета;Предоставляют частично;Скорее обеспечивают;4.0;-;Планы и отчеты научных подразделений, Сервис выдачи справки с места работы;4.0;3.0;~;4.0
22203418;2025-12-27 14:27;Магистратура (научно-педагогическое направление);Институт Физико–технических наук;Кафедра Ядерной физики, новых материалов и технологий;Физика;2;Казахский язык;Русский язык;Магистрант;ФТФ;Хорошее;Медленная загрузка;Хорошо;Сенсорное управление;Плохой;ЦИСИ;Да, активно;Очень удобны;Онлайн-документы;Хорошая;Иногда;Очень удобно;улучшить качество wifi в корпусах;Продвинутый: высокий уровень навыков в использовании цифровых инструментов, способность решать сложные задачи.;Microsoft, Google;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий, Совместная работа и коммуникация: совместное редактирование документов, обмен файлами, обсуждение проектов и задач, проведение онлайн-встреч, Управление учебными исследованиями: поиск и анализ академических ресурсов, управление исследовательских проектов, совместная работа над научными публикациями;Доступ к необходимой информации из любого места и в любое время через онлайн-сервисы и цифровые инструменты (облачные хранилища данных или электронные библиотеки);Неудобный интерфейс или сложные функции цифровых инструментов, что требует дополнительного времени и усилий для освоения их работы;Обучение по вопросам кибербезопасности и защиты данных при работе с цифровыми инструментами;Google Drive/Dropbox;7.0;Скорее соответствуют;Есть некоторые сложности, с которыми сталкиваешься в работе;9.0;10.0;8.0;10.0;7.0;7.0;Полностью интегрированы с другими системами и сервисами университета;Представляют в полной мере;Скорее обеспечивают;8.0;иметь возможность самой изменять фотографию профиля;Сервис выдачи справки с места работы, Сайт ЕНУ, Сайты научных журналов;7.0;7.0;уменьшить количество окошек;10.0
22203420;2025-12-29 16:51;Магистратура (научно-педагогическое направление);Институт Физико–технических наук;Кафедра Космическая техника и технологии;Космическая инженерия;2;Казахский язык;Русский язык;Магистрант;Физика техникалық;Хорошее;Нет проблем;Хорошо;Большой экран;Хороший;нет;Иногда;Удобны;Корпоративная почта;Хорошая;Редко;Очень удобно;нет предложений;Средний: уверенное владение основными цифровыми инструментами, способность эффективно выполнять задачи.;не имею;Управление учебными исследованиями: поиск и анализ академических ресурсов, управление исследовательских проектов, совместная работа над научными публикациями, Управление временем и задачами: планирование расписания, создание списка дел, отслеживание сроков выполнения задач;Улучшение коммуникации и совместной работы;Затрудняюсь ответить;Затрудняюсь ответить;никаких;10.0;В полной мере соответствуют;Работать с ними очень удобно и просто;10.0;10.0;10.0;10.0;10.0;10.0;Полностью интегрированы с другими системами и сервисами университета;Предоставляют частично;Скорее обеспечивают;10.0;нет;Планы и отчеты научных подразделений, Портал “Выпускник”, Сайт Бизнес-инкубатор;10.0;10.0;нет;10.0
22203466;2025-12-26 10:43;Магистратура (научно-педагогическое направление);Механико-математический;Кафедра криптологии;Криптология;2;Казахский язык;Русский язык;Магистрант;МЕханика математика;Удовлетворительное;Нет проблем;Отлично;Большой экран;Отличный;нету;Иногда;Очень удобны;Онлайн-документы;Отличная;Иногда;Очень удобно;нет;Продвинутый: высокий уровень навыков в использовании цифровых инструментов, способность решать сложные задачи.;нет;Управление учебными исследованиями: поиск и анализ академических ресурсов, управление исследовательских проектов, совместная работа над научными публикациями;Затрудняюсь ответить;Недостаточное обучение и поддержка для эффективного использования цифровых инструментов, что создает трудности при освоении новых технологий;Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;нету таких;9.0;В полной мере соответствуют;Есть некоторые сложности, с которыми сталкиваешься в работе;10.0;10.0;10.0;9.0;10.0;10.0;Ограниченно интегрированы, только с некоторыми системами и сервисами университета;Представляют в полной мере;Скорее не обеспечивают;10.0;нет;Сайт ЕНУ, Сайт факультетов;10.0;10.0;нет;10.0
22203467;2025-12-26 17:36;Магистратура (научно-педагогическое направление);Институт Естественных наук;Кафедра Общей биологии и геномики;Биология;2;Казахский язык;Русский язык;Магистрант;Жаратылыстану: Биология;Отличное;Нет проблем;Отлично;Большой экран;Отличный;Нигде;Иногда;Удобны;Облачное хранилище;Отличная;Редко;Очень удобно;Никаких;Продвинутый: высокий уровень навыков в использовании цифровых инструментов, способность решать сложные задачи.;Различные программы;Совместная работа и коммуникация: совместное редактирование документов, обмен файлами, обсуждение проектов и задач, проведение онлайн-встреч, Управление учебными исследованиями: поиск и анализ академических ресурсов, управление исследовательских проектов, совместная работа над научными публикациями, Управление обучением и оцениванием: проведение тестирования, отслеживание успеваемости студентов, предоставление обратной связи;Доступ к необходимой информации из любого места и в любое время через онлайн-сервисы и цифровые инструменты (облачные хранилища данных или электронные библиотеки);Затрудняюсь ответить;Затрудняюсь ответить;Не знаю;10.0;В полной мере соответствуют;Инструменты легки в использовании, легко осваиваются и комфортны;10.0;10.0;10.0;10.0;10.0;10.0;Полностью интегрированы с другими системами и сервисами университета;Представляют в полной мере;Обеспечивают в полной мере;10.0;нет;Мобильное приложение Smart.ENU, Сайт ЕНУ, Сайт факультетов, Сайты научных журналов;10.0;10.0;нет;10.0
22203524;2025-12-29 01:09;Магистратура (научно-педагогическое направление);Институт Физико–технических наук;Кафедра Технической физики;Подготовка педагогов физики;2;Казахский язык;Русский язык;Магистрант;Фтф;Отличное;Нет проблем;Отлично;Мобильность комплекса;Отличный;мұндай болмады;Да, активно;Очень удобны;Онлайн-документы;Хорошая;Иногда;Очень удобно;ешқандай, бірақ сауалнама қазақ тілінде жүргізсеңіздер жақсы болады;Базовый: основные навыки в работе с цифровыми инструментами, но требуется дополнительное обучение;Word/powert point;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий, Совместная работа и коммуникация: совместное редактирование документов, обмен файлами, обсуждение проектов и задач, проведение онлайн-встреч;Возможность выполнять задачи быстрее и эффективнее благодаря автоматизации процессов и доступу к информации в реальном времени;Затрудняюсь ответить;Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;-;10.0;В полной мере соответствуют;Работать с ними очень удобно и просто;10.0;10.0;10.0;10.0;10.0;10.0;Хорошо интегрированы с другими системами и сервисами университета;Представляют в полной мере;Скорее обеспечивают;10.0;-;Затрудняюсь ответить;10.0;10.0;-;10.0
22203545;2025-12-29 16:53;Магистратура (научно-педагогическое направление);Механико-математический;Кафедра Фундаментальной математики;Математика и статистика;2;Английский язык;Русский язык;Магистрант;Механико-математический факультет;Отличное;Нет проблем;Хорошо;Мобильность комплекса;Отличный;Не наблюдается;Иногда;Удобны;Онлайн-документы;Хорошая;Редко;Очень удобно;-;Экспертный: глубокое понимание и мастерство в использовании цифровых инструментов, способность к инновациям и разработке новых методов.;Платонус, Сайт, СмартЕНУ;Управление временем и задачами: планирование расписания, создание списка дел, отслеживание сроков выполнения задач;Возможность выполнять задачи быстрее и эффективнее благодаря автоматизации процессов и доступу к информации в реальном времени;Неудобный интерфейс или сложные функции цифровых инструментов, что требует дополнительного времени и усилий для освоения их работы;Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;Платонус;8.0;В полной мере соответствуют;Инструменты легки в использовании, легко осваиваются и комфортны;8.0;8.0;8.0;8.0;8.0;8.0;Хорошо интегрированы с другими системами и сервисами университета;Представляют в полной мере;Обеспечивают в полной мере;8.0;Упрощение интерфейса;Планы и отчеты научных подразделений, Сайт ЕНУ, Сайт факультетов;8.0;8.0;-;8.0
22203555;2025-12-29 09:58;Магистратура (научно-педагогическое направление);Высшая школа Журналистики и социальных наук;Кафедра Религиоведения;Религия и теология;2;Казахский язык;Русский язык;Магистрант;фсн;Удовлетворительное;Медленная загрузка;Удовлетворительно;Сенсорное управление;Плохой;фсн и в целом;Иногда;Удобны;Онлайн-документы;Плохая;Часто;Удобно;нет;Средний: уверенное владение основными цифровыми инструментами, способность эффективно выполнять задачи.;платонус и мук;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий;Доступ к необходимой информации из любого места и в любое время через онлайн-сервисы и цифровые инструменты (облачные хранилища данных или электронные библиотеки);Недостаточное оборудование и инфраструктура для эффективной работы с цифровыми инструментами (например, устаревшие компьютеры или недостаточное количество устройств);Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;нет;2.0;Затрудняюсь ответить;Затрудняюсь ответить;3.0;4.0;4.0;3.0;4.0;3.0;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3.0;нет;Портал “Выпускник”, Сайт ЕНУ, Затрудняюсь ответить;5.0;2.0;нет;3.0
22203563;2025-12-27 15:06;Магистратура (научно-педагогическое направление);Институт Естественных наук;Кафедра Химии;Химия;2;Казахский язык;Русский язык;Магистрант;ФЕН;Хорошее;Нет проблем;Хорошо;Большой экран;Удовлетворительный;Лаборатория;Редко;Средне;Облачное хранилище;Удовлетворительная;Иногда;Удобно;Нету;Средний: уверенное владение основными цифровыми инструментами, способность эффективно выполнять задачи.;Журналы, платонус;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий;Улучшение качества обучения и обратной связи;Затрудняюсь ответить;Доступ к обучающим материалам и руководствам (видеоуроки, инструкции, FAQ) по использованию цифровых инструментов;Доступ к журналам;8.0;Скорее соответствуют;Есть некоторые сложности, с которыми сталкиваешься в работе;8.0;8.0;8.0;8.0;9.0;8.0;Хорошо интегрированы с другими системами и сервисами университета;Предоставляют частично;Скорее обеспечивают;8.0;Нет;Затрудняюсь ответить;5.0;5.0;Нет;8.0
22203567;2025-12-27 11:42;Магистратура (научно-педагогическое направление);Институт Физико–технических наук;Кафедра Технической физики;Физика;2;Казахский язык;Русский язык;Магистрант;Техническое физика;Отличное;Нет проблем;Отлично;Большой экран;Хороший;Никаких;Нет;Не использую;Корпоративная почта;Хорошая;Редко;Очень удобно;Нет;Средний: уверенное владение основными цифровыми инструментами, способность эффективно выполнять задачи.;Word, power point, canva, outlook и тд;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий, Участие в профессиональном развитии: доступ к онлайн-курсам, сетевое общение с коллегами, участие в вебинарах и тренингах;Возможность выполнять задачи быстрее и эффективнее благодаря автоматизации процессов и доступу к информации в реальном времени;Постоянные проблемы с подключением к сети интернет или низкая скорость, что затрудняет доступ к цифровым ресурсам и выполнение задач;Доступ к обучающим материалам и руководствам (видеоуроки, инструкции, FAQ) по использованию цифровых инструментов;Нет;9.0;В полной мере соответствуют;Работать с ними очень удобно и просто;9.0;8.0;8.0;9.0;9.0;9.0;Хорошо интегрированы с другими системами и сервисами университета;Представляют в полной мере;Обеспечивают в полной мере;9.0;Нет;Портал “Выпускник”, Мобильное приложение Smart.ENU, Сайт ЕНУ, Сайты научных журналов;9.0;9.0;Нет;9.0
22203593;2025-12-26 14:49;Магистратура (научно-педагогическое направление);Институт Естественных наук;Кафедра Биотехнологии и микробиологии;Биотехнология;2;Казахский язык;Русский язык;Магистрант;ФЕН;Удовлетворительное;Нет проблем;Хорошо;Большой экран;Хороший;нет;Редко;Удобны;Онлайн-документы;Хорошая;Иногда;Удобно;нет;Базовый: основные навыки в работе с цифровыми инструментами, но требуется дополнительное обучение;не использую;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий, Совместная работа и коммуникация: совместное редактирование документов, обмен файлами, обсуждение проектов и задач, проведение онлайн-встреч;Возможность использования цифровых инструментов для доступа к научным исследованиям, анализу данных, визуализации результатов;Недостаточное оборудование и инфраструктура для эффективной работы с цифровыми инструментами (например, устаревшие компьютеры или недостаточное количество устройств);Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;нет;10.0;Скорее соответствуют;Работать с ними очень удобно и просто;8.0;9.0;7.0;8.0;8.0;8.0;Хорошо интегрированы с другими системами и сервисами университета;Представляют в полной мере;Обеспечивают в полной мере;9.0;нет;Мобильное приложение Smart.ENU, Сайт ЕНУ;8.0;8.0;нет;9.0
22203601;2025-12-26 14:45;Магистратура (научно-педагогическое направление);Институт Физико–технических наук;Кафедра Ядерной физики, новых материалов и технологий;Физика;2;Казахский язык;Русский язык;Магистрант;ФТФ;Отличное;Нет проблем;Отлично;Сенсорное управление;Удовлетворительный;Все этажи;Да, активно;Очень удобны;Облачное хранилище;Отличная;Редко;Очень удобно;Нету;Начинающий: минимальные знания и опыт использования цифровых инструментов.;.;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий;Возможность выполнять задачи быстрее и эффективнее благодаря автоматизации процессов и доступу к информации в реальном времени;Постоянные проблемы с подключением к сети интернет или низкая скорость, что затрудняет доступ к цифровым ресурсам и выполнение задач;Обучающие курсы и тренинги по использованию конкретных цифровых инструментов, таких как платформы для онлайн-обучения, офисные приложения, научные базы данных и др.;.;10.0;В полной мере соответствуют;Работать с ними очень удобно и просто;10.0;10.0;10.0;10.0;10.0;10.0;Полностью интегрированы с другими системами и сервисами университета;Представляют в полной мере;Обеспечивают в полной мере;10.0;.;Сайт ЕНУ;10.0;10.0;.;10.0
22203607;2025-12-26 14:39;Магистратура (научно-педагогическое направление);Архитектурно-строительный;Кафедра Технология промышленного и гражданского строительства;Производство строительных материалов, изделий и конструкций;2;Казахский язык;Русский язык;Магистрант;асф;Удовлетворительное;Недостаточная производительность, Медленная загрузка;Отлично;Встроенный компьютер;Хороший;везде;Редко;Средне;Облачное хранилище;Отличная;Иногда;Очень удобно;скоростной интернет и по-больше комп. классов;Средний: уверенное владение основными цифровыми инструментами, способность эффективно выполнять задачи.;Офис;Управление учебными исследованиями: поиск и анализ академических ресурсов, управление исследовательских проектов, совместная работа над научными публикациями, Управление временем и задачами: планирование расписания, создание списка дел, отслеживание сроков выполнения задач, Управление административными задачами: ведение учета студентов, подготовка отчетов, оформление документов, взаимодействие с учебным персоналом и администрацией, Участие в профессиональном развитии: доступ к онлайн-курсам, сетевое общение с коллегами, участие в вебинарах и тренингах;Возможность выполнять задачи быстрее и эффективнее благодаря автоматизации процессов и доступу к информации в реальном времени;Недостаточное количество или отсутствие определенных функций в цифровых инструментах, необходимых для выполнения определенных задач или процессов;Индивидуальные консультации и помощь специалистов по цифровым инструментам для решения специфических проблем или вопросов;Все что есть;6.0;Скорее не соответствуют;Работать с ними очень удобно и просто;6.0;6.0;6.0;8.0;6.0;6.0;Хорошо интегрированы с другими системами и сервисами университета;Не предоставляют совсем;Скорее не обеспечивают;8.0;нет;Сайт ЕНУ;8.0;8.0;нет;9.0
22203636;2025-12-30 16:16;Магистратура (научно-педагогическое направление);Институт Физико–технических наук;Кафедра Общей и теоретической физики;Физика;2;Казахский язык;Русский язык;Магистрант;ФТФ;Отличное;Недостаток установленного ПО;Хорошо;Мобильность комплекса;Хороший;мтрпа;Иногда;Средне;Корпоративная почта;Удовлетворительная;Иногда;Удобно;им ьтпммиьр;Начинающий: минимальные знания и опыт использования цифровых инструментов.;тиоьпраопим;Организация учебного процесса: создание и проведение онлайн-уроков, размещение учебных материалов, создание и проверка заданий;Улучшение качества обучения и обратной связи;Отсутствие интеграции цифровых инструментов с другими системами и сервисами, что приводит к сложностям;Консультации и поддержку в формате онлайн-вебинаров или групповых сессий по вопросам использования цифровых инструментов;-98шзгщолд;6.0;В полной мере соответствуют;Есть некоторые сложности, с которыми сталкиваешься в работе;6.0;6.0;6.0;6.0;5.0;10.0;Полностью интегрированы с другими системами и сервисами университета;Не предоставляют совсем;Скорее не обеспечивают;6.0;лоюджщгдшнопр;АИС «KPI ENU», Затрудняюсь ответить;6.0;6.0;жлодщэшх80з9щ8нг;6.0
